REGION,IS_AlemAgro?,APPLICANT_NAME,Сумма Субсудии,YEAR
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Жарық""",930361,2022
Северо-Казахстанская область,Other,Крестьянское хозяйство  Луценко Олег Иванович,927971.03,2021
Северо-Казахстанская область,Other,"КХ ""Сагин""",927394.28,2020
Северо-Казахстанская область,Other,"КХ ""Коротенко О.А.""",926642.86,2020
Костанайская область,Other,КХ Шабанов В.В.,924289.4299999999,2020
Северо-Казахстанская область,Other,к/х Ван,921891.21,2021
Северо-Казахстанская область,AlemAgro,"Товарищество с ограниченной ответственностью ""Айнұр-2030""",921230.21,2020
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""ТУЫС-АГРО""",920282.21,2021
Костанайская область,Other,КХ Лакисов Виктор Александрович,919768,2021
Костанайская область,Other,"крестьянское хозяйство ""Алиев Мамедяр Аллахяр Оглы""",917011.59,2020
Северо-Казахстанская область,Other,"""ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"СВЯТОДУХОВКА- АГРО""""""",915910.72,2020
Костанайская область,Other,"Крестьянское хозяйство ""Нуркин Н.А.""",913947.24,2020
Восточно-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Малонарымка""",913450,2021
Костанайская область,Other,КХ Щербин И.И.,911253.9299999999,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""YESTAYEV IBRASH""",909817,2022
Северо-Казахстанская область,Other,"Крестьянское хозяйство ""Даулет""",906302,2022
Костанайская область,AlemAgro,"Крестьянское хозяйство ""Жанахай""",906250,2020
Костанайская область,Other,Абилев С.К.,904429.6799999999,2021
Северо-Казахстанская область,Other,"Крестьянское хозяйство ""Рябов Александр Дмитриевич""",903626,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""НР-Агро""",897298.0700000001,2021
Северо-Казахстанская область,Other,ВАГНЕР АНДРЕЙ ГЕНРИХОВИЧ,892096.55,2021
Северо-Казахстанская область,Other,"КХ ""Макаревич""",891727,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Кенжеболат Агро""",890910,2022
Северо-Казахстанская область,Other,КХ Беркат,887213,2022
Северо-Казахстанская область,Other,"КХ ""Бурыл-ат""",887129.12,2021
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""SARYKOL AGRO""",884787.3200000001,2021
Костанайская область,Other,Кх Муканов С.С.,883909.99,2020
Костанайская область,Other,Бердюгина Колос,883494,2022
Костанайская область,Other,"Товарищество с ограниченной ответственностью ""АПК-Group""",881696,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""ХЕДА-2018""",879354,2022
Павлодарская область,Other,ФХ Темерлан,877766,2022
Северо-Казахстанская область,Other,"Товарищество с ограниченной ответственностью ""Беловка Агро""",877499,2022
Костанайская область,Other,"крестьянское хозяйство ""Каленова Гульсым Жамаловна""",876422.3200000001,2021
Северо-Казахстанская область,Other,"КХ ""Есперлi""",871816,2021
Северо-Казахстанская область,Other,КХ Усманов,871200,2020
Костанайская область,Other,"крестьянское хозяйство ""Василенко Виктор Михайлович""",870522,2022
